Workstream ID,Workstream Title,Task ID,Task Title,Rationale,Deliverables,Acceptance Criteria,Priority,Phase,Missing Features,Dependencies,Risks/Mitigations,Unnamed: 12
Y,Compression & Streaming v2 (ASTC/ETC2/BC3D),Y2,3D compressed textures (volumetric/sliced),Enable 3D BC/ASTC for voxel/time stacks (climate/hydro) on supported browsers.,3D texture helpers + slice view; sample datasets.,Feature auto-detected; 2D-array fallback works with identical visuals.,P2,0.4.0,texture-compression-bc-sliced-3d; texture-compression-astc-sliced-3d,AA: Volumetric Raster,Browser support limited — hard gate & docs.
Z,Compute & Subgroups Accelerators,Z1,"Subgroup primitives path (prefix sums, histogram, reduce)",Many cartography ops need scans/reductions; subgroups speed up compute.,WGSL subgroup kernels + CPU fallback; perf demos.,≥2× speedup vs baseline on supported GPUs; correctness vs CPU golden.,P0,0.2.0,subgroups,G: Perf; S: Raster IO,Non-portability — runtime switch + CI variance budget.
Z,Compute & Subgroups Accelerators,Z2,Shader f16 path for DEM & intermediates,Half float halves bandwidth for many passes with minimal quality loss.,Configurable f16 intermediates; tolerances in tests.,SSIM ≥ 0.995 to f32 path; VRAM reduced ≥35% on heavy scenes.,P1,0.3.0,shader-f16,N: Rendering; C: Core,Precision loss — clamp & re-normalize before tonemap.
Z,Compute & Subgroups Accelerators,Z3,DP4a (packed 4×int8 dot) for LUT/convolutions (optional),Accelerate kernels relying on small dot products (filters/classifiers).,WGSL language feature probe; kernels + fallback.,"If available, ≥1.5× speedup on test kernels; equal results vs f32.",P3,0.4.0,packed_4x8_integer_dot_product,G: Perf,Language feature availability — soft gate.
AA,Volumetric & 3D Raster (time & depth stacks),AA1,"3D texture API (upload, slice, triplanar sample)",Handle time/depth stacks for climate/terrain derivatives.,Python/Rust API; WGSL sampling utils; docs.,Slices render; memory budget respected with streaming.,P1,0.3.0,3D textures generalization,S: Raster IO; B: Terrain,Large memory — enforce chunked streaming.
AA,Volumetric & 3D Raster (time & depth stacks),AA2,Isosurface & slice shaders (compute + render),Visualize volumes: contours through 3D data; cartographic cross-sections.,Compute extraction & render; examples.,Golden visual tests; performance scales with data size.,P2,0.4.0,Compute marching cubes/slices,AA1,Complexity — start with slices then isosurfaces.
AB,Transparency & OIT v2 (Dual-Source),AB1,Dual-source blending path for OIT,Improve OIT quality compared to weighted blended on supported GPUs.,Pipeline variant with dual-source; fallback to weighted blended.,Transparency goldens pass; perf within 10% of baseline.,P2,0.3.0,dual-source-blending,H: Vector & Graph,Support gaps — auto-fallback.
AC,Batching & Multi-Draw (Experimental),AC1,Multi-draw indirect feature-flag integration,Large scenes benefit from reduced CPU overhead; pilot behind flag.,"If feature present, expose API + example.",Draw parity with single-draw path; measurable CPU reduction ≥20% in demo.,P3,0.4.0,chromium-experimental-multi-draw-indirect,H: Vector & Graph,Non-standard — clearly experimental & off by default.
AD,"HDR & Color v2 (Display-P3, scRGB, EXR)",AD1,Extended tone mapping & color spaces,Better highlights and wide-gamut export for offline renders.,Tone mapping options; Display-P3 pipeline; EXR/ TIFF16 export.,Colorimetry tests (ΔE2000 ≤ 2); HDR scene matches LDR reference post-tonemap.,P1,0.3.0,"Canvas toneMapping (concept), offline EXR",C: Core; N: Rendering; E: Docs,User confusion — presets & docs.
AE,Diagnostics & Limits v2,AE1,Timestamp query coverage + pass breakdown v2,Deeper perf insight aligned with WebGPU timestamp-query.,Per-pass timestamps in traces; CSV export.,Traces stable across runs (±5%); no validation errors when feature missing.,P0,0.2.0,timestamp-query,G: Perf,Clock skew — average of multiple samples.
AE,Diagnostics & Limits v2,AE2,"Limits auditor (buffers, uniforms, workgroup sizes)",Catch portability issues early; auto-downshift configs.,Auditor script; CI gate.,Build fails when limits exceeded; suggestions printed.,P0,0.2.0,"maxBufferSize, maxUniformBufferBindingSize…",X1,False negatives — maintain allowlist per backend.
AF,Depth & Slicing UX,AF1,Cross-section view helpers (clip planes + labels),Fast map diagnostics across terrain/volumes for tutorials and docs.,API to define planes; text overlays; examples.,Reproducible screenshots; works with and without clip-distances (mask fallback).,P2,0.3.0,clip-distances UX,X5; E: Docs & Examples,Edge cases — clamp numerical noise.
AG,Offline Cartography Kernels (Compute-first),AG1,Compute-based hillshade (subgroups/f16-aware),Consistent shading across backends; faster than FS loop for large rasters.,Compute pipeline; benchmark vs fragment shader.,≥1.4× speedup on 8K DEM; visuals within SSIM threshold.,P1,0.3.0,subgroups; shader-f16,B: Terrain; Z1/Z2,Scheduler variance — tune workgroup sizes.
AG,Offline Cartography Kernels (Compute-first),AG2,Contour generation on GPU (prefix-scan + marching squares),Interactive contours for large rasters; complements existing CPU path.,Compute kernels + vector output; tests.,Matches CPU contours; throughput ≥50M px/s on mid-range GPU.,P1,0.3.0,subgroups,B: Terrain; T: Vector IO,Topology glitches — snap/clean pass.
AH,Feature-Flag Examples & Fallback Cookbook,AH1,Examples toggling optional features per scene,Make portability choices visible and reproducible for users.,"Tutorials showing with/without dual-source, f16, subgroups, etc.",Runs on GPUs with and without features; screenshots hash-stable.,P2,0.3.0,All above optional features,E: Docs & Examples,Doc drift — CI renders on matrix & updates images.
AI,Compatibility Mode & Safety Nets,AI1,Compatibility-mode documentation & guardrails,Explain WebGPU compatibility mode limitations; advise Vulkan/Metal/DX12 native paths for forge3d.,Docs page; capability check; user-facing warnings.,Clear user messaging; no crashes when forced to compat mode.,P3,0.4.0,compatibility-mode,C: Core; E: Docs,"Scope creep — docs-only, no code path required."
A,Path Tracing (WebGPU Compute, Offline HQ),A1,Compute Path Tracer MVP,"Offline PT via compute with triangles/spheres, CPU BVH, HDR accumulation, tiled rendering.",WGSL compute kernels; RNG; triangle/sphere intersectors; HDR buffer; tile scheduler.,Cornell box renders w/ soft shadows; 64 spp within 5% RMSE; ≤512MiB VRAM.,P0,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A2,Material Models v1,"Lambertian, GGX metal, dielectric (IOR), emissive; env sampling.",BSDF eval/sample; sky/env sampler; parameters exposed.,Material ball scene matches reference (ΔE≤3).,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A3,Triangle Mesh + BVH,Mesh PT traversal with CPU BVH build.,Watertight MT or similar; BVH layout; GPU traversal.,Bunny renders correctly; ≥20 Mray/s mid-tier GPU.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A4,Light Sampling & MIS,NEE + MIS for area/env.,Balance BSDF/light; env importance sampling.,Variance ↓ ≥30% vs no MIS at 64 spp.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A5,Denoiser (A‑trous/SVGF),Edge-aware denoise to speed convergence.,AOVs (albedo/normal/depth); wavelet or SVGF compute.,SSIM ≥0.95 vs 4096 spp at 128 spp.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A6,Dielectric Water (offline),Beer–Lambert + Fresnel; rough water.,Absorption/IOR; roughness BRDF.,Refraction/reflection plausible; RMSE within target.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A7,LBVH/SAH Builder & Refit,GPU LBVH build + CPU SAH fallback; refit.,Morton codes + radix sort; refit for motion.,1M tris build ≤1s; refit ≤25ms; within memory.,P0,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A8,ReSTIR DI,Reservoir sampling for many lights.,Temporal+spatial reuse; alias tables.,"At 64 spp, variance ↓ ≥40% vs MIS-only.",P1,0.5.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A9,PBR Textures in PT,Albedo/metallic/roughness/normal/emissive.,Filtered texture lookups in compute; tangents.,Textured glTF parity; ΔE≤3 vs raster PBR.,P0,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A10,SDF Primitives & CSG,Analytic SDF + meshes.,Raymarch + hybrid traversal; ops.,No leaks; ≤10% perf hit vs mesh-only.,P1,0.5.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A11,Participating Media (Single Scatter),Height fog/godrays; HG phase.,Media sampling; sun/env scatter.,Visible shafts; MSE improves at equal spp.,P1,0.5.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A12,Wavefront Path Tracer,Queue-based PT stages.,Compaction; persistent threads.,≥25% speedup vs mega-kernel at 128 spp.,P0,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A13,Path Guiding,Spatial/directional guiding.,Online histograms/SD-tree.,MSE ↓ ≥30% in hard scenes (128 spp).,P1,0.6.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A14,AOVs & Debug Outputs,Albedo/normal/depth/direct/indirect/emission/visibility.,Write EXR/PNG; consistent naming.,Denoiser consumes AOVs; tests compare stats.,P0,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A15,Progressive/Checkpoint & Tiling,Interactive previews for long renders.,Tile scheduler + callbacks.,≥2 updates/s at 4k; final within 0.5% RMSE.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A16,QMC & Adaptive Sampler (f16‑ready),Sobol/Owen + blue-noise; variance stop.,Per-pixel/tile estimator; caps.,MSE ↓ ≥20% at equal time vs fixed-spp.,P0,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A17,Firefly Clamp,Outlier suppression.,Throughput/luminance clamp.,Max outliers ↓ ≥10× with minimal bias.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A18,Ground Plane (PT),Studio ground/shadow catcher.,PBR plane; reflections.,Matches raster ground visually.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A19,Scene Cache for HQ,Reuse BVH/material/texture bindings.,Cache + reset API.,Re-render ≥30% faster; identical image.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A20,Soft Area Lights Param,Penumbra control via radius; multi lights.,Radius param; vectors.,Penumbra widens with radius; energy within 2%.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A21,Ambient Occlusion Integrator (Offline),Fast AO/bent normals.,Half-precision G-buffer; cosine AO.,4k AO ≤1s mid‑tier; quality parity.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A22,Instanced Geometry (PT),TLAS-style instances with per-instance transforms.,Shared BLAS; instance buffer.,10k instances with one BLAS; ≤512MiB VRAM.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A23,Hair BSDF + Curve Prims (PT),Kajiya‑Kay/Marschner; bezier ribbons/tubes.,Curve widths; pigments.,Hairball highlights/tilt match reference.,P1,0.5.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A24,Anisotropic Microfacet BRDF,GGX/Beckmann αx/αy.,Tangent frame sampling.,Aniso reduces to iso at ax=ay; energy conserved.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
A,Path Tracing (WebGPU Compute, Offline HQ),A25,Object Importance Sampling,Per‑object importance hints.,MIS weighting tweaks; tags.,≥15% MSE ↓ on tagged objects w/o bias.,P1,0.4.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B1,MSAA & Super‑Sampling,Reduce jaggies for crisp visuals.,Multisampled targets + resolve; API toggle.,Edge metric improves ≥20% vs 1x; no artifacts.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B2,Tone‑Mapping & Exposure v2,Predictable HDR workflow.,ACES/Reinhard/Hable; exposure in stops.,Deterministic toggles; curve tests pass.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B3,SSAO Pass,Add contact shadows.,G‑buffer normals/depth; bilateral blur.,Perceptible depth cue; 60 FPS 1080p.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B4,Cascaded Shadow Maps,Stable sun shadows.,3–4 cascades; PCF/EVSM.,No peter‑panning; stable during motion.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B5,Planar Reflections (Realtime),Water/mirror reflections.,Reflection pass; clip plane; rough blur.,≤15% frame cost; correct reflection.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B6,Depth of Field (Realtime),Camera‑like bokeh.,COC buffer; bokeh pass.,No halo on silhouettes; controllable.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B7,Cloud Shade Overlay,Projected cloud darkening.,Large‑kernel blur; temporal option.,Visual parity with reference sample.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B8,Render Clouds (Realtime),Billboards/volume slices + wind.,Sprite/volume; optional shadows.,≥30 FPS at 1080p; stable.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B10,Ground Plane (Raster),Shadow receiver plane.,CSM‑lit plane; depth bias.,Stable contact; no z‑fight.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B11,Water Surface Color Toggle,Parity for surface tint.,Decouple tint from attenuation.,Tint on/off parity; attenuation unchanged.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B12,Soft Light Radius (Raster),Approx area‑light penumbra.,PCF/EVSM spread mapping.,Softer shadows with radius; no leaks.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B13,Point & Spot Lights (Realtime),Local lights with shadows.,Cubemap+spot shadows; clustered/forward+.,≥2 lights @1080p ≥30FPS; plausible falloff.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B14,Rect Area Lights (LTC),Soft rectangular emitters.,LTC lookup & BRDF fit.,Energy plausible vs PT ref; ≤20% cost.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B15,Image‑Based Lighting (IBL),HDR env lighting (PMREM).,Irradiance/spec prefilter; BRDF LUT.,Roughness/spec behave correctly.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B16,Dual‑source blending OIT (Realtime),Higher‑fidelity transparency.,Dual‑source path + fallback.,ΔE≤2 vs reference; FPS stable.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
B,Realtime PBR & Lighting,B17,Depth‑clip control for CSM,Fix near‑clip artifacts,unclippedDepth path + tuning.,Artifacts eliminated on supported GPUs.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
C,Water & Hydrology,C1,Detect Water from DEM,Hydrology mask.,Basin mark/fill; thresholds.,Matches reference within ±1px.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
C,Water & Hydrology,C2,Water Surface Material (Realtime),"Animated, attenuated water.",Refraction; normal waves; depth attenuation.,Shore refraction; depth coloration.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
C,Water & Hydrology,C3,Shoreline/Foam Overlay,Waterline accent.,Edge detect; foam strip.,1–3px foam ring blends cleanly.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D1,SDF Text (3D & 2D),Crisp labels/titles.,SDF atlas; 3D + overlay.,Crisp across zoom; depth test optional.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D2,Compass Rose,Orientation cue.,Prefab 2D/3D compass.,Correct N bearing; DPI scales.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D3,Scale Bar,Distance cue.,Auto length from camera height.,≤5% error; updates with camera.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D4,Drape Raster Overlays,Georeferenced imagery.,Texture projection; tiling.,≤1px alignment to basemap.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D5,Altitude Overlay Generation,Color‑ramped elevation.,GPU LUT mapping; 16‑bit.,ΔE2000 ≤3 vs reference.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D6,Contour Generation,Isolines from DEM.,Marching squares; smoothing.,Topology valid; label‑ready.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D7,Render Contours,Draped contour lines.,Polyline tessellation; style.,No z‑fight; stable width.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D8,Add Shadow Overlay,Hillshade compositing.,DEM hillshade + blend modes.,ΔE≤3 vs reference; togglable.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D10,Title Bar Overlay,Title + translucent bar.,SDF text + bar overlay.,Cross‑path parity; aligned in output.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D11,3D Text Mesh,Extruded/beveled text.,Triangulation/MSDF; depth/bevel.,Crisp glyphs; correct baseline.,P1,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
D,"Overlays, Annotations & Text",D12,Float32‑filterable overlays,Banding‑free HDR overlays.,Use float32 filterable where supported.,No banding on supported devices; parity elsewhere.,P0,0.2.0,,K: Docs & QA; I: Viewer/Offscreen,
E,Terrain Streaming & LOD,E1,Terrain Tiling & Page Table,Out‑of‑core DEM.,Chunk tiles; async IO; cache.,Flyover of 16k² ≤512MiB; no >16ms stalls.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
E,Terrain Streaming & LOD,E2,Geomorphing & Crack Fix,Seamless LOD.,Skirts/morphing; stitching.,No pops/cracks across LODs.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
E,Terrain Streaming & LOD,E3,Basemap/Overlay Streaming,Texture LOD & cache.,Tile streaming; GPU texture array.,Sharp textures; ≥85% cache hit.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
E,Terrain Streaming & LOD,E4,Large DEM Stress Test,Scalability validation.,Auto scenes; metrics.,Profile artifacts saved per scene hash.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
E,Terrain Streaming & LOD,E6,Float32‑filterable heightmaps,High‑precision DEM sampling.,Use float32 filterable; fallback encoding.,Banding‑free slopes on supported GPUs.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F1,Polygon Extrusion,3D regions/buildings.,GPU prism mesh gen.,10k polys ≤50ms; normals/UVs valid.,P0,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F2,OSM Building Footprints,City demo.,Import footprints; apply heights.,≥30 FPS downtown @1080p w/ shadows.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F3,Thick Polylines 3D,Roads/edges lines.,Quads/cylinders; joins/caps.,Constant pixel width; no z‑fight.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F4,Import OBJ + MTL,Mesh IO import.,OBJ parser + materials.,1M tris ≤200ms; correct materials.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F5,Export to OBJ,Mesh IO export.,Tri/UV/normals write.,Round‑trip OK; Blender opens.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F6,Export STL (3D Print),3D print export.,Watertight build; binary STL.,Netfabb manifold; prints cleanly.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F7,MultipolygonZ → OBJ,Vector‑to‑mesh export.,Extrude MultiPolygonZ; materials.,Normals outward; opens in Blender.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F8,Consistent Normals & Weld,Import‑time hygiene.,Weld; smooth normals; load_normals.,No shading seams; deterministic.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F9,Primitive Mesh Library,Primitives inc. text3D.,Procedural gen; normals/UVs.,Unit scale; bevel text OK.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F10,UV Unwrap Helpers,Plane/sphere UVs.,Projection + texel density.,Seams valid; checker looks uniform.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F11,Subdivision Surface,Loop/CC subdiv.,UV/crease preserve.,Limit surface converges; no cracks.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F12,Displacement Modifiers,Heightmap/procedural disp.,Vertex disp; tangent normals.,No tile seams; updated normals.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F13,PLY Import,PLY attributes IO.,pos/nrm/uv/color import.,BBox/attrs match references.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F14,Mesh Transform Ops,Center/scale/flip/swap.,Helpers for transforms.,Winding valid; normals OK.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F15,Mesh Info & Validate,Diagnostics.,BBox/stats; non‑manifold/zero‑area checks.,Actionable diagnostics emitted.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F16,Mesh Instancing (Raster),Hardware instancing.,Instance buffers; indirect draw.,10k inst ≥60 FPS @1080p.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
F,Geometry & IO,F17,Curve & Tube Primitives,Bezier/path ribbons/tubes.,Tube tess; caps/joins; UV.,Smooth curves; width_end supported.,P1,0.3.0,,K: Docs & QA; I: Viewer/Offscreen; F: Geometry & IO,
